x,y,Effort,Transect.Label,Sample.Label,area,elevation_mean,slope_mean
493855.4527,3952931.352,20,TR023,1487,399.79382,141.9429998,10.96318104
493902.4058,3952915.364,20,TR022,1484,218.32995,136.7727017,5.936730153
493893.4632,3952923.059,20,TR023,1485,398.80102,138.1679203,5.869073858
494031.8631,3952766.906,20,TR022,1474,399.99914,181.3315077,26.59797332
494027.434,3952772.052,20,TR022,1475,399.8175,172.1130056,25.1084419
494067.9871,3952732.193,20,TR022,1472,399.70813,196.6927751,24.8984153
494048.3197,3952751.136,20,TR022,1473,399.71826,189.0499716,18.39400147
493977.2453,3952820.491,20,TR022,1478,399.98596,152.309407,10.59756472
493968.2302,3952830.327,20,TR022,1479,399.96606,149.6263685,9.756005895
494014.9296,3952786.139,20,TR022,1476,396.14587,165.1134013,25.68453523
493991.3535,3952802.991,20,TR022,1477,399.35376,157.2359686,21.49361333
493632.8772,3952947.829,20,TR023,1498,400,151.8017387,11.77100596
493612.9547,3952946.173,20,TR023,1499,399.99609,150.8210258,9.006057251
493672.6875,3952948.651,20,TR023,1496,399.96044,151.1512891,13.96325522
493657.7509,3952938.316,20,TR023,1497,398.15417,152.5486126,11.6364926
493553.0382,3952931.977,20,TR023,1502,398.89575,151.3801565,10.06782063
493549.4888,3952932.071,20,TR023,1503,399.84851,150.7764387,11.31769129
493593.0572,3952944.152,20,TR023,1500,400.00024,150.9350061,8.89673903
493573.1137,3952942.821,20,TR023,1501,399.99438,152.2051935,11.05518326
493791.0481,3952943.425,20,TR023,1490,399.95007,148.5121975,7.635743182
493786.2696,3952943.786,20,TR023,1491,399.62439,149.4230747,7.253029449
493845.0682,3952933.313,20,TR023,1488,399.80358,143.6137004,10.87543871
493822.4773,3952942.685,20,TR023,1489,399.64514,146.6504751,8.525658272
493712.3582,3952953.32,20,TR023,1494,399.87756,152.505125,9.425220791
493692.5302,3952950.95,20,TR023,1495,399.98181,152.2401247,10.55657599
493752.6329,3952944.798,20,TR023,1492,399.97216,150.2408237,9.7377605
493732.104,3952944.129,20,TR023,1493,399.9978,153.1118565,14.26429874
492617.3561,3953909.484,20,TR025,1514,399.59643,77.65612658,21.41112865
492603.8192,3953921.114,20,TR025,1515,399.1029,80.40896416,19.66705471
492648.022,3953897.19,20,TR025,1512,399.82666,80.15092872,17.94290235
492642.9471,3953898.956,20,TR025,1513,399.95739,80.94665476,18.52247103
492548.0655,3953943.513,20,TR025,1518,399.98071,85.6436559,11.537288
492533.7723,3953950.778,20,TR025,1519,399.99523,86.1989212,12.2093462
492580.7691,3953931.358,20,TR025,1516,399.99963,82.9622511,15.68765246
492571.1733,3953934.202,20,TR025,1517,399.94592,84.33224392,13.18186277
493475.7145,3952932.007,20,TR023,1506,399.98095,151.5729469,7.753042915
493456.2104,3952928.153,20,TR023,1507,391.82666,151.7309408,8.732811441
493514.7283,3952940.951,20,TR023,1504,397.49548,150.3782399,8.842099776
493497.0205,3952927.482,20,TR023,1505,399.99218,151.2241192,6.379536686
493415.3857,3952896.047,20,TR023,1510,236.79101,158.561087,18.42480005
492659.1297,3953889.989,20,TR025,1511,400,76.48936238,13.13057239
493437.926,3952920.258,20,TR023,1508,381.35131,152.4904022,12.39920273
493424.3156,3952905.31,20,TR023,1509,398.65612,155.6233117,17.64706923
492342.2409,3954050.946,20,TR025,1530,399.42236,78.98476267,21.15324069
492325.658,3954064.318,20,TR025,1531,378.69616,76.58971303,28.46679543
492383.5231,3954033.979,20,TR025,1528,398.39978,79.9615092,20.02632866
492358.9149,3954040.408,20,TR025,1529,393.50109,78.58134651,16.48349796
492284.0951,3954097.328,20,TR025,1534,399.99707,68.59185858,26.88604246
492264.4386,3954109.039,20,TR025,1535,399.99621,67.71540349,28.2801653
492307.9787,3954082.234,20,TR025,1532,398.24353,73.91752625,21.60660847
492288.8656,3954094.529,20,TR025,1533,399.99511,71.49848073,24.68424793
492475.1583,3953978.138,20,TR025,1522,399.87133,82.95951131,23.63627503
492464.6623,3953986.286,20,TR025,1523,390.50512,86.46531248,27.86425651
492505.6733,3953963.125,20,TR025,1520,359.3142,84.69619446,17.18906642
492495.5144,3953968.778,20,TR025,1521,351.01599,83.65508779,21.41269466
492407.8272,3954014.838,20,TR025,1526,399.99975,81.91127218,30.0203847
492395.6327,3954023.974,20,TR025,1527,394.18066,80.83335304,25.50433713
492447.1994,3953990.105,20,TR025,1524,398.00634,85.11354289,26.3256019
492427.4316,3954001.475,20,TR025,1525,399.91064,84.44818258,25.04307857
494768.5272,3952127.211,20,TR021,1418,399.97692,108.089601,30.23119551
494763.2261,3952144.599,20,TR021,1419,393.57641,103.7895831,29.66479513
494774.1392,3952085.537,20,TR021,1416,398.45129,119.0122814,35.1837849
494778.0437,3952104.536,20,TR021,1417,384.46777,112.5897405,40.99093845
494743.8342,3952210.621,20,TR021,1422,390.00964,98.42290344,34.23750348
494741.9219,3952216.643,20,TR021,1423,397.70666,91.25791407,41.11718496
494755.852,3952156.255,20,TR021,1420,399.89941,101.9593573,28.7575108
494747.4326,3952188.328,20,TR021,1421,399.97949,105.2155271,25.63283662
494812.02,3951980.464,20,TR021,1410,399.77575,143.3133993,49.01755074
494805.9749,3951995.922,20,TR021,1411,399.95263,152.0731201,34.54603406
493522.9117,3950854.428,20,TR020,1408,399.9674,178.6568489,14.47818771
493530.6391,3950865.845,20,TR020,1409,399.76721,174.8172105,7.882125973
494787.8831,3952043.824,20,TR021,1414,394.58569,119.3041649,35.27075854
494785.9212,3952064.391,20,TR021,1415,390.11328,110.41773,30.90296477
494796.9024,3952018.797,20,TR021,1412,399.9956,139.5133504,43.74478878
494792.308,3952034.55,20,TR021,1413,396.5271,124.8904277,31.9291545
494710.9346,3952450.96,20,TR021,1434,399.97143,36.20116099,55.58311301
494708.5456,3952461.089,20,TR021,1435,350.29211,48.41457558,33.56690805
494714.6349,3952404.442,20,TR021,1432,399.94043,60.33939147,23.65483079
494712.807,3952432.303,20,TR021,1433,399.9989,48.39633584,51.77938592
494713.0371,3952511.5,20,TR021,1438,400.00012,24.70680249,26.8249708
494723.0373,3952528.83,20,TR021,1439,399.32031,27.03570355,28.77289498
494704.8514,3952465.728,20,TR021,1436,390.61645,42.32178523,18.88286653
494722.2997,3952488.541,20,TR021,1437,399.55371,33.09707858,37.21895816
494733.1511,3952287.396,20,TR021,1426,399.87121,82.16271311,38.09157613
494728.5764,3952300.566,20,TR021,1427,400.00024,77.78233744,24.05055101
494737.061,3952239.93,20,TR021,1424,399.97314,87.81011963,45.59952014
494734.8888,3952264.476,20,TR021,1425,399.9779,81.69083405,40.21719268
494720.4127,3952362.179,20,TR021,1430,399.1289,64.97807337,17.70048148
494721.9858,3952375.87,20,TR021,1431,399.14624,63.80669964,33.2031441
494722.2842,3952321.513,20,TR021,1428,399.60412,76.21807056,19.25531039
494722.3111,3952335.894,20,TR021,1429,399.56567,69.29983738,26.37888668
494476.8352,3952651.881,20,TR022,1450,314.10424,87.25313685,29.01088191
494468.2625,3952654.976,20,TR022,1451,332.71569,96.36997986,24.62567209
494518.288,3952641.118,20,TR022,1448,387.93237,75.13876534,19.02964607
494503.6149,3952647.155,20,TR022,1449,385.57153,79.34825134,15.81787882
494411.7566,3952660.625,20,TR022,1454,395.52514,121.8361583,21.62641302
494378.028,3952672.642,20,TR022,1455,392.19116,129.9566808,24.26312489
494439.942,3952660.464,20,TR022,1452,286.91711,105.7343958,31.16190879
494418.2064,3952659.168,20,TR022,1453,367.38342,114.1701675,21.54753289
494628.7611,3952598.385,20,TR022,1442,396.42565,28.9927639,14.49202123
494606.3542,3952603.681,20,TR022,1443,388.80688,34.95504129,18.4967377
494703.8238,3952557.277,20,TR021,1440,399.9873,22.49923122,23.05006081
494699.5323,3952569.076,20,TR021,1441,398.35742,19.44129719,15.45242291
494555.7618,3952626.918,20,TR022,1446,373.01684,59.42584712,29.36356013
494536.272,3952635.687,20,TR022,1447,375.71044,67.33985748,21.79852895
494589.6199,3952608.5,20,TR022,1444,372.88134,43.53156253,24.1775458
494571.8013,3952614.788,20,TR022,1445,399.53649,50.09384537,21.57080296
494178.6962,3952682.309,20,TR022,1466,393.45434,193.2495041,23.90090998
494157.2673,3952688.172,20,TR022,1467,393.66601,201.8970871,22.28236075
494210.4009,3952672.959,20,TR022,1464,399.79431,182.398694,17.83321492
494195.4243,3952675.694,20,TR022,1465,399.93676,186.6264639,14.7422353
494094.7027,3952705.72,20,TR022,1470,398.93762,210.4060612,10.42127436
494082.9164,3952715.992,20,TR022,1471,399.9851,205.6887264,19.53416363
494143.3499,3952691.18,20,TR022,1468,393.34814,210.3428497,19.69551839
494116.4823,3952694.758,20,TR022,1469,399.18225,213.2374821,8.929755084
494335.0139,3952668.061,20,TR022,1458,399.89648,142.0036326,18.19997
494315.1254,3952672.395,20,TR022,1459,399.93591,149.0498638,20.2943783
494371.2981,3952663.054,20,TR022,1456,390.05676,134.6246399,17.48849109
494357.4445,3952663.594,20,TR022,1457,399.80639,137.0840683,13.75494778
494241.3862,3952686.22,20,TR022,1462,374.15429,169.0971571,17.84981283
494221.569,3952683.885,20,TR022,1463,399.91784,175.521251,21.62399075
494295.0045,3952674.761,20,TR022,1460,389.99841,155.9718999,21.7741384
494260.9781,3952677.096,20,TR022,1461,260.53027,162.7030709,20.16446456
492920.6507,3947642.273,20,TR012,1098,399.99975,101.9268193,3.993807858
492920.0939,3947646.275,20,TR012,1099,399.83313,102.8514185,4.598431731
492929.854,3947585.157,20,TR012,1096,398.73925,103.4418264,6.87355067
492925.0833,3947608.16,20,TR012,1097,399.96496,102.2562413,3.852881095
492911.4553,3947701.209,20,TR012,1102,399.97302,101.8748193,9.770004025
492903.912,3947722.594,20,TR012,1103,399.99267,102.4599762,9.123588287
492920.1215,3947665.994,20,TR012,1100,399.85131,104.3767705,8.392388411
492913.3911,3947691.732,20,TR012,1101,399.98571,102.6012395,10.20644947
492968.569,3947486.03,20,TR012,1090,399.99169,109.7635803,13.73115046
492964.7512,3947499.183,20,TR012,1091,399.95336,107.4310419,12.92518907
492984.9869,3947439.783,20,TR012,1088,372.81555,115.9391332,9.405843145
492975.2169,3947461.521,20,TR012,1089,399.99694,113.3401246,13.83246876
492949.1677,3947548.031,20,TR012,1094,399.99231,102.0422444,11.59428169
492935.6627,3947569.4,20,TR012,1095,399.55615,102.061614,9.527151115
492956.283,3947528.369,20,TR012,1092,399.99829,104.9526657,11.62443936
492954.4069,3947534.28,20,TR012,1093,399.11377,104.7940346,5.368868601
492761.3278,3947854.58,20,TR013,1114,399.9746,118.1727137,8.513420066
492737.8625,3947867.648,20,TR013,1115,399.98901,122.6574411,12.57520854
492799.9168,3947831.333,20,TR013,1112,399.93066,116.2366293,5.393901207
492780.4874,3947843.475,20,TR013,1113,399.98181,116.943563,5.917973911
492681.4857,3947895.472,20,TR013,1118,399.99987,131.3202728,13.19304294
492668.694,3947902.953,20,TR013,1119,400.00024,134.6832447,9.79185071
492730.6091,3947871.194,20,TR013,1116,399.8424,125.9206594,10.06660732
492705.3585,3947882.747,20,TR013,1117,399.99621,129.3069157,6.493717387
492880.4967,3947772.821,20,TR012,1106,370.42773,107.1201797,9.822806239
492872.6149,3947789.662,20,TR012,1107,353.38427,108.522171,8.190729298
492893.653,3947747.08,20,TR012,1104,399.99755,104.6878119,3.390761342
492889.4965,3947758.246,20,TR012,1105,399.58361,104.9875698,5.111025472
492836.5295,3947815.665,20,TR013,1110,399.66943,112.7223878,6.486819527
492813.6579,3947823.032,20,TR013,1111,399.93383,115.258434,8.953186442
492863.8545,3947811.884,20,TR013,1108,287.255,109.9824905,7.108896047
492856.0396,3947811.156,20,TR013,1109,397.97363,111.9304876,6.128388538
492480.1163,3947981.219,20,TR013,1130,399.83007,156.9403066,12.00537674
492461.5884,3947997.362,20,TR013,1131,237.60253,154.7987595,11.25871084
492504.7462,3947965.654,20,TR013,1128,399.99792,159.9697676,11.99237855
492492.9198,3947972.275,20,TR013,1129,399.98681,159.4011555,12.23106946
492429.0598,3948040.802,20,TR013,1134,374.67309,147.6920493,8.684378898
492419.2925,3948056.523,20,TR013,1135,398.83056,145.6453267,5.971979784
492450.4418,3948007.885,20,TR013,1132,340.6134,151.7007915,6.020729362
492438.3282,3948032.241,20,TR013,1133,359.86071,150.3336821,7.410349778
492614.875,3947936.363,20,TR013,1122,225.19189,143.9683762,17.15217719
492605.5013,3947924.513,20,TR013,1123,398.67614,148.8349219,19.90297744
492655.791,3947910.507,20,TR013,1120,399.9862,135.644907,9.822821689
492632.4762,3947926.787,20,TR013,1121,222.51806,137.5937302,16.58959578
492550.9416,3947946.276,20,TR013,1126,396.41723,158.1294804,13.60176139
492534.0911,3947951.413,20,TR013,1127,389.65271,159.900012,10.7574584
492583.004,3947932.847,20,TR013,1124,399.97814,155.0943624,18.63556132
492571.7296,3947936.655,20,TR013,1125,399.88,157.7017574,12.647063
492330.0158,3948246.318,20,TR013,1146,399.24255,138.9938731,12.77233209
492313.4305,3948270.607,20,TR013,1147,393.64575,139.6156368,7.553814542
492343.1313,3948221.596,20,TR013,1144,241.37121,136.0948502,8.743711182
492333.4876,3948241.391,20,TR013,1145,399.91967,136.0258961,16.55449527
492307.8334,3948354.505,20,TR014,1150,294.69689,141.1145337,15.24643723
492315.872,3948362.18,20,TR014,1151,399.84936,140.2627046,7.560786926
492308.5984,3948279.051,20,TR013,1148,356.5083,139.4150696,9.294788999
492303.0453,3948320.692,20,TR013,1149,384.70678,137.9123938,9.480360957
492399.5069,3948120.003,20,TR013,1138,250.81408,144.063944,8.934811863
492395.2543,3948131.788,20,TR013,1139,332.27746,143.5321514,6.928854644
492411.5889,3948076.968,20,TR013,1136,389.33386,144.187221,6.623247042
492404.5045,3948101.54,20,TR013,1137,398.61828,144.6560768,6.368889622
492365.5484,3948183.408,20,TR013,1142,399.91626,138.6865755,5.983394195
492358.4658,3948197.148,20,TR013,1143,307.68664,136.6090597,8.194770818
492389.5286,3948146.867,20,TR013,1140,396.12963,142.6579875,7.811472182
492376.0804,3948168.992,20,TR013,1141,391.88696,141.0299358,9.240777541
492130.8299,3948309.726,20,TR010,1034,398.08996,169.898468,9.351598182
492149.1209,3948308.907,20,TR010,1035,397.16857,166.4907808,15.24953867
492089.4032,3948313.767,20,TR010,1032,399.99975,177.5205698,10.65542016
492114.1905,3948310.982,20,TR010,1033,399.98962,173.9390316,12.40999635
492196.1464,3948303.028,20,TR010,1038,392.30517,155.1806192,8.709271087
492215.8968,3948303.562,20,TR010,1039,390.96643,153.1473867,12.1832972
492160.5674,3948307.097,20,TR010,1036,399.02905,160.5730247,12.9000905
492186.5443,3948303.533,20,TR010,1037,345.62597,157.6395144,7.635054426
491995.3407,3948291.294,20,TR009,1026,399.99096,203.6683691,34.19120056
492004.3505,3948312.031,20,TR009,1027,295.84277,199.8378919,28.41013887
491960.1923,3948267.599,20,TR009,1024,393.92639,217.6347165,28.90813369
491974.7622,3948285.538,20,TR009,1025,398.12768,211.5940328,33.15473829
492038.1211,3948332.511,20,TR010,1030,354.50512,187.5807855,20.39099915
492064.7169,3948314.185,20,TR010,1031,399.71435,181.5157704,19.01107624
492011.7349,3948329.728,20,TR009,1028,292.05688,206.3157903,29.96040044
492024.8415,3948310.499,20,TR010,1029,279.99926,191.5462402,27.48808692
492460.265,3948285.47,20,TR010,1050,399.97973,128.0904555,8.644055964
492472.7203,3948296.112,20,TR010,1051,399.99768,128.3622875,7.167388131
492416.1957,3948288.853,20,TR010,1048,397.12463,127.959425,9.822809475
492447.07,3948286.532,20,TR010,1049,399.98205,129.300993,8.072632342
492544.448,3948291.978,20,TR010,1054,347.37976,128.0237073,5.726341101
492550.055,3948289.034,20,TR010,1055,392.77392,127.0611644,6.222270754
492492.5928,3948298.301,20,TR010,1052,399.96826,128.0300183,6.683025502
492512.2376,3948301.991,20,TR010,1053,399.92236,129.981082,7.925751426
492293.3467,3948301.646,20,TR010,1042,396.36206,139.6984131,5.514062918
492330.7344,3948299.276,20,TR010,1043,310.74963,137.8305456,7.181407758
492245.388,3948304.617,20,TR010,1040,393.11462,148.317893,20.99413934
492268.7561,3948303.311,20,TR010,1041,399.95703,141.3247805,15.22075147
492379.9168,3948294.66,20,TR010,1046,380.81921,134.3965502,13.48447612
492402.6908,3948292.575,20,TR010,1047,388.74328,129.6782694,13.1394025
492348.5665,3948298.509,20,TR010,1044,399.99963,137.0987816,8.916782048
492363.1295,3948297.225,20,TR010,1045,399.97912,136.2371395,5.020519662
492780.8311,3948297.009,20,TR010,1066,399.81225,134.5362883,8.22268997
492796.9806,3948295.109,20,TR010,1067,399.99548,133.5699482,11.30545247
492728.258,3948311.87,20,TR010,1064,399.97265,132.8369608,9.100539667
492760.714,3948300.747,20,TR010,1065,399.95739,134.6003304,4.580342038
492861.8597,3948282.812,20,TR010,1070,399.93847,136.1573372,11.15596031
492880.9742,3948282.747,20,TR010,1071,394.98168,137.4069834,10.98903842
492822.5289,3948292.064,20,TR010,1068,388.04296,134.3756948,11.82587063
492834.963,3948286.643,20,TR010,1069,395.53454,135.7034668,11.65473077
492610.0641,3948301.509,20,TR010,1058,399.99585,132.1489334,17.52389057
492635.8656,3948292.322,20,TR010,1059,390.57153,132.8171147,10.44038715
492574.5133,3948293.67,20,TR010,1056,399.97033,129.007428,10.63076467
492598.7453,3948291.268,20,TR010,1057,399.92834,131.9163322,15.20811246
492689.631,3948298.873,20,TR010,1062,397.37927,132.0199623,6.306175003
492708.3501,3948309.962,20,TR010,1063,399.99975,132.7278214,6.728049783
492657.2373,3948292.689,20,TR010,1060,384.11999,131.8081578,5.772872554
492669.3995,3948303.04,20,TR010,1061,399.07568,131.6369422,5.920297563
493003.175,3947336.557,20,TR011,1082,399.87365,108.8155711,13.84988228
493001.1239,3947344.448,20,TR011,1083,399.85839,108.6149063,5.980787667
493016.9511,3947291.616,20,TR011,1080,399.9602,110.6329937,5.134917625
493010.6696,3947310.22,20,TR011,1081,399.9862,110.1751538,10.12013346
492983.4678,3947409.319,20,TR011,1086,397.19787,114.7537061,10.05675836
492978.9947,3947424.463,20,TR011,1087,201.26538,115.7469559,7.90993886
492991.8524,3947368.012,20,TR011,1084,397.91809,109.8060436,11.21092533
492987.1883,3947386.839,20,TR011,1085,399.91455,112.3651415,10.76531011
492924.3808,3948296.801,20,TR010,1074,399.91137,138.3104309,7.235535324
492943.2765,3948302.849,20,TR010,1075,394.73132,138.2035627,7.501092756
492887.2224,3948282.491,20,TR010,1072,391.43322,137.6352132,9.556701517
492904.8851,3948293.168,20,TR010,1073,399.67053,138.3902924,8.687075667
493003.6991,3948307.519,20,TR010,1078,237.26281,132.3598006,14.12071225
493021.9267,3947267.008,20,TR011,1079,399.25244,109.72123,8.150924848
492960.3788,3948311.907,20,TR010,1076,333.2644,136.4002932,10.45328115
492979.8394,3948324.093,20,TR010,1077,308.24939,134.2154757,11.38980916
493364.3896,3947279.424,20,TR016,1226,398.81091,131.8650656,13.58304937
493386.4884,3947297.93,20,TR016,1227,391.96484,135.8081807,12.82117303
493372.3437,3947239.754,20,TR016,1224,391.52404,124.7335734,16.80276732
493361.9204,3947259.598,20,TR016,1225,392.70715,128.0354357,13.21831793
493387.497,3947357.012,20,TR016,1230,352.41845,145.079943,14.46104371
493367.2198,3947379.673,20,TR016,1231,399.95373,148.8258381,10.94315868
493378.8517,3947318.447,20,TR016,1228,399.91149,139.541625,15.07939526
493374.5674,3947338.677,20,TR016,1229,373.21167,142.6287699,13.58710726
493357.5956,3947122.57,20,TR016,1218,398.93042,130.0405359,19.70473629
493354.0551,3947142.267,20,TR016,1219,399.97827,131.2505981,16.94053577
493351.3155,3947084.536,20,TR016,1216,393.2694,123.7265137,21.75687788
493355.8504,3947101.91,20,TR016,1217,384.78259,126.666187,24.99159775
493355.3218,3947201.046,20,TR016,1222,399.83288,124.7303505,15.59582279
493367.1343,3947220.57,20,TR016,1223,399.11999,123.2497449,16.08203303
493368.4545,3947158.271,20,TR016,1220,399.87109,131.2491548,11.76510381
493354.0487,3947184.553,20,TR016,1221,399.70581,127.1621538,13.85549813
493385.5692,3947596.463,20,TR016,1242,393.65673,155.4566742,8.205708679
493408.3296,3947612.184,20,TR016,1243,399.66735,157.221221,5.855174793
493383.1494,3947565.325,20,TR016,1240,399.17443,155.1293203,9.530412271
493382.7622,3947578.898,20,TR016,1241,399.9956,155.5821877,6.750165501
493396.3798,3947678.373,20,TR016,1246,398.15246,161.3118925,13.01162489
493397.6967,3947694.574,20,TR016,1247,399.34448,163.4380541,16.77086589
493391.9658,3947635.173,20,TR016,1244,398.1477,157.0953922,11.10264566
493399.3987,3947653.926,20,TR016,1245,388.23962,159.6830549,12.83857339
493372.6252,3947436.324,20,TR016,1234,372.33105,151.2815366,13.85461998
493392.7729,3947454.768,20,TR016,1235,386.67822,148.9084053,14.44583763
493368.7803,3947398.483,20,TR016,1232,398.83447,152.8207184,11.50743284
493372.5226,3947415.023,20,TR016,1233,386.56933,154.0341005,7.945475483
493378.6277,3947515.913,20,TR016,1238,399.36572,154.2939119,10.02019155
493385.6581,3947535.787,20,TR016,1239,391.87439,153.4921145,7.70210965
493375.2603,3947487.024,20,TR016,1236,398.0061,148.2655291,10.41899216
493378.1101,3947504.647,20,TR016,1237,399.39892,150.8149719,10.84351013
493406.2595,3947906.945,20,TR016,1258,396.40405,168.7466936,8.027703762
493403.387,3947927.866,20,TR016,1259,397.58215,168.4096375,9.302842484
493403.5209,3947874.846,20,TR016,1256,395.99682,173.0299931,8.394764793
493402.6375,3947887.639,20,TR016,1257,396.56347,170.2020197,10.03848658
493397.7424,3947994.568,20,TR016,1262,392.98034,162.26573,12.28474551
493395.6536,3948008.325,20,TR016,1263,399.7694,161.9468852,10.39736577
493402.2783,3947945.558,20,TR016,1260,390.80859,167.807486,11.9739466
493413.083,3947966.282,20,TR016,1261,398.08935,164.68514,18.36572931
493413.8676,3947751.972,20,TR016,1250,399.99499,170.1782932,10.21124958
493405.4864,3947779.027,20,TR016,1251,399.97314,169.7169504,7.644063915
493419.1263,3947711.597,20,TR016,1248,397.36645,166.2256308,18.34567114
493401.7559,3947733.434,20,TR016,1249,399.99939,168.5568371,17.9000888
493428.4401,3947830.003,20,TR016,1254,323.02233,170.4134013,10.68331453
493428.0628,3947848.155,20,TR016,1255,316.21386,172.9902235,9.462332334
493409.2665,3947805.458,20,TR016,1252,399.98339,167.5843,11.87369498
493409.3961,3947811.834,20,TR016,1253,393.96167,167.2677879,10.58052044
493378.4968,3948238.501,20,TR016,1274,399.99548,153.226882,14.99763961
493378.6958,3948256.623,20,TR016,1275,399.95971,149.2606697,10.65977439
493379.2061,3948192.15,20,TR016,1272,399.43664,161.4205112,11.61545547
493378.0132,3948215.111,20,TR016,1273,399.99975,158.0618172,11.21621446
493376.2711,3948303.743,20,TR016,1278,399.34741,141.7261438,9.909080972
493375.2256,3948322.888,20,TR016,1279,398.55322,137.6149492,21.28322471
493377.8855,3948273.453,20,TR016,1276,399.99987,144.8734045,13.0493228
493376.58,3948289.242,20,TR016,1277,399.98144,141.932375,10.53923168
493390.579,3948064.814,20,TR016,1266,385.81286,164.0675917,12.13779148
493410.2314,3948083.163,20,TR016,1267,398.51953,164.9303055,13.16998976
493393.4446,3948030.683,20,TR016,1264,396.84545,162.2496885,11.02746671
493392.4586,3948052.425,20,TR016,1265,398.76403,163.6759303,10.93688685
493382.6871,3948149.798,20,TR016,1270,399.90881,161.6527367,10.39871096
493380.2396,3948175.393,20,TR016,1271,399.61975,163.5567675,6.428248086
493388.1306,3948108.585,20,TR016,1268,395.02209,162.9058065,10.31795959
493385.5938,3948135.618,20,TR016,1269,400,162.796669,11.17711494
492476.2522,3948488.133,20,TR015,1162,399.66406,131.6938019,9.780634089
492497.1752,3948484.009,20,TR015,1163,397.69494,130.1247187,12.32580597
492429.4859,3948502.099,20,TR015,1160,399.99987,129.4040947,8.115864582
492459.9295,3948495.243,20,TR015,1161,399.9591,129.8103582,16.74160319
492544.651,3948456.009,20,TR015,1166,398.93798,123.6643016,4.6635057
492556.9448,3948450.719,20,TR015,1167,395.0852,123.9546313,7.589899261
492509.432,3948478.155,20,TR015,1164,379.0448,126.0521255,12.28595599
492526.2496,3948470.992,20,TR015,1165,382.84411,123.59154,4.527673598
492345.6727,3948416.097,20,TR014,1154,399.99963,136.2614632,9.286324096
492358.5558,3948431.393,20,TR014,1155,400.00012,137.2961235,9.217652364
492314.161,3948391.538,20,TR014,1152,399.94189,140.140317,8.175669877
492333.7019,3948400.087,20,TR014,1153,399.9967,138.1486616,8.581067557
492385.092,3948482.766,20,TR014,1158,399.72729,135.751534,18.85149482
492420.978,3948503.846,20,TR015,1159,426.15893,130.9498991,8.514552516
492372.0167,3948446.185,20,TR014,1156,399.9934,136.8299675,8.847879047
492384.644,3948461.678,20,TR014,1157,399.92321,136.4992676,10.23600365
492768.3069,3948381.584,20,TR015,1178,400.00012,131.1597766,11.30329327
492790.5739,3948377.519,20,TR015,1179,399.91113,132.8851995,11.72334381
492737.0812,3948390.167,20,TR015,1176,399.97607,125.8921447,7.539894973
492753.8527,3948385.452,20,TR015,1177,399.99926,126.3228531,14.1696821
492848.1242,3948362.994,20,TR015,1182,399.90649,138.7782421,7.04890039
492862.366,3948358.081,20,TR015,1183,399.80053,139.607763,2.849909775
492813.2846,3948373.149,20,TR015,1180,399.98877,134.7884593,3.906931206
492828.4035,3948368.468,20,TR015,1181,399.98266,136.1584682,8.887912533
492619.3513,3948427.383,20,TR015,1170,399.93762,123.5904338,5.71201133
492639.712,3948420.464,20,TR015,1171,399.91662,123.8870769,2.67285008
492585.52,3948436.046,20,TR015,1168,399.76586,123.2994056,4.779608339
492601.3768,3948432.242,20,TR015,1169,399.99841,122.5260882,3.866563426
492699.0336,3948400.283,20,TR015,1174,399.72753,125.3603872,5.450522007
492712.8575,3948397.058,20,TR015,1175,400.00012,125.0358195,7.005829481
492657.8859,3948414.236,20,TR015,1172,399.83496,124.599647,6.352065544
492670.2741,3948411.92,20,TR015,1173,399.91931,125.3406496,5.659971839
493085.0314,3948306.455,20,TR015,1194,399.94812,131.3684931,5.865489292
493358.0211,3946671.857,20,TR016,1195,399.86572,20.14056613,11.73752288
493038.4477,3948314.452,20,TR015,1192,399.98962,132.6665955,3.762499584
493055.5756,3948310.287,20,TR015,1193,399.97851,133.0315603,5.525984184
493351.9442,3946744.757,20,TR016,1198,399.93017,26.90312408,11.5253748
493352.3221,3946750.916,20,TR016,1199,398.88916,31.53341382,15.34416355
493378.4506,3946693.042,20,TR016,1196,396.13696,22.68563283,5.531552618
493353.7831,3946714.098,20,TR016,1197,399.52233,23.75890625,6.133739352
492914.2264,3948339.959,20,TR015,1186,399.2373,140.4349995,5.545982301
492946.6177,3948334.775,20,TR015,1187,399.99963,139.153945,4.483893245
492885.9298,3948349.501,20,TR015,1184,399.96289,139.5665684,3.985274446
492898.925,3948343.635,20,TR015,1185,399.90026,140.9533203,8.198203651
492990.1857,3948326.707,20,TR015,1190,272.15466,134.0814542,7.233903465
493024.7423,3948316.506,20,TR015,1191,339.67871,132.4461278,6.050092795
492965.779,3948330.207,20,TR015,1188,399.9801,137.534787,3.751242889
492969.541,3948329.06,20,TR015,1189,386.33386,136.413538,6.251695176
493335.1678,3946967.461,20,TR016,1210,399.92858,90.1181147,13.26835646
493333.044,3946986.739,20,TR016,1211,399.92773,96.3436842,20.21264039
493338.995,3946927.41,20,TR016,1208,391.73938,84.85800985,12.24699442
493336.9789,3946953.103,20,TR016,1209,399.95385,86.63497782,6.921403738
493330.618,3947046.436,20,TR016,1214,398.56628,113.6691864,20.54018502
493327.995,3947063.885,20,TR016,1215,398.09143,118.5423599,20.47203825
493331.5403,3947007.691,20,TR016,1212,390.66638,101.930072,12.93923593
