siteID,length,stratum,observer,vegheight,
1851,32.82676,8,JB,Short,#N/A
1852,38.44616,8,JB,Short,#N/A
1853,31.25711,8,JB,Short,#N/A
1854,99.17847,8,JB,Short,#N/A
1855,47.09139,8,JB,Short,#N/A
1856,95.53185,8,JB,Short,#N/A
1841,28.5281,3,JB,Short,#N/A
1842,30.10742,3,JB,Short,#N/A
1843,31.57282,1,JB,Short,#N/A
1844,139.47207,1,JB,Short,#N/A
1845,94.897,1,JB,Short,#N/A
1846,20.34822,1,JB,Short,#N/A
1847,28.05155,1,JB,Short,#N/A
1848,63.35666,1,JB,Short,#N/A
1833,56.20972,3,JB,Short,#N/A
1834,28.94824,3,JB,Short,#N/A
1835,53.6355,3,JB,Short,#N/A
1836,20.12046,3,JB,Short,#N/A
1837,57.68111,3,JB,Short,#N/A
1838,37.13313,3,JB,Short,#N/A
1839,9.63092,3,JB,Short,#N/A
1840,31.45957,3,JB,Short,#N/A
1825,51.1513,3,JB,Short,#N/A
1826,12.33234,3,JB,Short,#N/A
1827,9.32968,3,JB,Short,#N/A
1828,18.24591,3,JB,Short,#N/A
1829,24.78168,3,JB,Short,#N/A
1830,7.6849,3,JB,Short,#N/A
1831,43.93882,3,JB,Short,#N/A
1832,57.16656,3,JB,Short,#N/A
1817,31.63719,2,JB,Short,#N/A
1818,1.17382,2,JB,Short,#N/A
1819,34.24189,2,JB,Short,#N/A
1820,120.6989,2,JB,Short,1
1821,38.67277,2,JB,Short,#N/A
1822,10.84479,2,JB,Short,#N/A
1823,29.3998,2,JB,Short,#N/A
1824,26.37322,2,JB,Short,#N/A
1809,26.60971,2,JB,Short,#N/A
1810,27.94017,2,JB,Short,#N/A
1811,49.56532,2,JB,Short,1
1812,0.21276,2,JB,Short,#N/A
1813,2.73675,2,JB,Short,#N/A
1814,3.28485,2,JB,Short,#N/A
1815,0.21758,2,JB,Short,#N/A
1816,0.29294,2,JB,Short,#N/A
1801,29.00638,5,JB,Short,1
1802,26.86527,2,JB,Short,#N/A
1803,10.73371,2,JB,Short,#N/A
1804,119.57511,2,JB,Short,1
1805,49.09826,2,JB,Short,1
1806,9.18972,2,JB,Short,#N/A
1807,15.66262,2,JB,Short,#N/A
1808,30.34613,2,JB,Short,#N/A
1793,9.8101,6,JB,Short,#N/A
1794,6.81479,5,JB,Short,#N/A
1795,6.48033,5,JB,Short,#N/A
1796,38.75032,5,JB,Short,#N/A
1797,70.74564,5,JB,Short,#N/A
1798,20.48789,5,JB,Short,#N/A
1799,33.40052,5,JB,Short,1
1800,121.97597,5,JB,Short,1
1273,66.01366,1,JB,Tall,#N/A
1274,76.00916,1,JB,Tall,#N/A
1275,34.63523,1,JB,Tall,#N/A
1276,25.80812,1,JB,Tall,#N/A
1277,355.47768,1,JB,Tall,#N/A
1278,64.03316,8,JB,Tall,#N/A
1279,24.9154,8,JB,Tall,#N/A
1280,24.38514,8,JB,Tall,#N/A
1265,5.82208,1,JB,Tall,#N/A
1266,5.54375,1,JB,Tall,#N/A
1267,51.95197,1,JB,Tall,#N/A
1268,348.13765,1,JB,Tall,#N/A
1269,457.87508,1,JB,Tall,#N/A
1270,67.6532,1,JB,Tall,#N/A
1271,31.69868,1,JB,Tall,#N/A
1272,20.13804,1,JB,Tall,#N/A
1257,62.25777,5,JB,Tall,#N/A
1258,59.45459,5,JB,Tall,#N/A
1259,28.68947,5,JB,Tall,#N/A
1260,10.16988,5,JB,Tall,#N/A
1261,39.89161,1,JB,Tall,#N/A
1262,127.18864,1,JB,Tall,#N/A
1263,41.0889,1,JB,Tall,#N/A
1264,26.04863,1,JB,Tall,#N/A
1249,93.41944,8,PP,Short,#N/A
1250,122.78003,8,PP,Short,1
1251,30.61937,5,JB,Tall,#N/A
1252,17.81265,5,JB,Tall,#N/A
1253,2.76867,1,JB,Tall,#N/A
1254,11.31847,1,JB,Tall,#N/A
1255,26.66273,5,JB,Tall,#N/A
1256,7.02932,5,JB,Tall,#N/A
1241,3.14463,5,PP,Short,#N/A
1242,143.11012,5,PP,Short,#N/A
1243,24.63235,2,PP,Short,1
1244,28.88053,2,PP,Short,#N/A
1245,25.20662,2,PP,Short,#N/A
1246,5.4633,3,PP,Short,#N/A
1247,28.20972,3,PP,Short,#N/A
1248,48.99422,1,PP,Short,#N/A
1233,50.46113,8,PP,Short,#N/A
1234,22.63937,8,PP,Short,#N/A
1235,28.22166,6,PP,Short,1
1236,28.26798,6,PP,Short,#N/A
1237,57.46792,6,PP,Short,#N/A
1238,28.32202,6,PP,Short,#N/A
1239,6.13013,4,PP,Short,#N/A
1240,28.68175,5,PP,Short,1
1225,202.9145,2,PP,Short,#N/A
1226,28.44261,2,PP,Short,#N/A
1227,28.55442,2,PP,Short,#N/A
1228,114.09261,2,PP,Short,#N/A
1229,28.91041,3,PP,Short,#N/A
1230,28.57523,3,PP,Short,#N/A
1231,56.95461,3,PP,Short,#N/A
1232,56.7167,8,PP,Short,#N/A
1217,35.50925,3,PP,Short,#N/A
1218,17.81587,8,PP,Short,#N/A
1219,1.02952,8,PP,Short,#N/A
1220,62.28416,8,PP,Short,#N/A
1221,35.33902,6,PP,Short,1
1222,28.2439,5,PP,Short,#N/A
1223,113.19593,2,PP,Short,#N/A
1224,30.36057,2,PP,Short,#N/A
1209,35.72677,6,PP,Short,#N/A
1210,0.05142,4,PP,Short,#N/A
1211,62.23265,5,PP,Short,1
1212,2.84484,5,PP,Short,#N/A
1213,147.51982,2,PP,Short,#N/A
1214,5.55417,2,PP,Short,#N/A
1215,82.56717,2,PP,Short,#N/A
1216,29.59506,3,PP,Short,#N/A
1201,17.7583,2,PP,Short,#N/A
1202,7.08871,3,PP,Short,#N/A
1203,16.47592,3,PP,Short,#N/A
1204,62.88101,8,PP,Short,#N/A
1205,29.23581,8,PP,Short,#N/A
1206,34.07831,8,PP,Short,#N/A
1207,39.22377,8,PP,Short,#N/A
1208,36.66062,6,PP,Short,#N/A
1193,29.23104,2,PP,Short,#N/A
1194,29.50036,2,PP,Short,#N/A
1195,200.73368,2,PP,Short,#N/A
1196,30.49598,1,PP,Short,1
1197,459.11097,8,PP,Short,1
1198,31.7,8,PP,Short,#N/A
1199,28.38475,6,PP,Short,#N/A
1200,2.20789,2,PP,Short,#N/A
1185,3.539,8,PP,Short,#N/A
1186,59.15378,8,PP,Short,#N/A
1187,28.49626,6,PP,Short,#N/A
1188,29.4774,6,PP,Short,#N/A
1189,31.80639,4,PP,Short,#N/A
1190,60.12467,5,PP,Short,#N/A
1191,57.67977,5,PP,Short,1
1192,26.75426,2,PP,Short,#N/A
1177,6.42133,1,JB,Tall,#N/A
1178,3.08412,7,JB,Tall,#N/A
1179,6.56196,4,JB,Tall,#N/A
1180,30.6464,5,PP,Short,#N/A
1181,28.54023,2,PP,Short,#N/A
1182,29.56667,2,PP,Short,#N/A
1183,28.57727,3,PP,Short,#N/A
1184,14.33889,3,PP,Short,#N/A
1169,127.30984,6,JB,None,#N/A
1170,56.87689,6,JB,None,#N/A
1171,1.3573,5,JB,Short,#N/A
1172,14.4796,1,JB,Short,#N/A
1173,47.63125,1,JB,Short,#N/A
1174,9.87546,1,JB,Short,#N/A
1175,66.54581,1,JB,Tall,#N/A
1176,23.39225,1,JB,Tall,#N/A
1161,29.05197,8,JB,None,#N/A
1162,5.67173,6,JB,None,#N/A
1163,31.62622,6,JB,None,#N/A
1164,4.24048,6,JB,None,#N/A
1165,27.1981,4,JB,None,#N/A
1166,70.45186,4,JB,None,#N/A
1167,56.46253,2,JB,None,#N/A
1168,28.30635,3,JB,None,#N/A
1153,31.84397,2,JB,None,#N/A
1154,31.74761,3,JB,None,#N/A
1155,65.25724,3,JB,None,#N/A
1156,28.43884,3,JB,None,#N/A
1157,51.96034,8,JB,None,#N/A
1158,32.51564,8,JB,None,#N/A
1159,32.24859,8,JB,None,#N/A
1160,29.52195,8,JB,None,#N/A
1145,35.58578,6,JB,None,#N/A
1146,37.49681,6,JB,None,#N/A
1147,30.34755,6,JB,None,#N/A
1148,37.64833,6,JB,None,#N/A
1149,30.5533,4,JB,None,#N/A
1150,27.58493,4,JB,None,#N/A
1151,35.28273,5,JB,None,#N/A
1152,71.02652,2,JB,None,#N/A
1137,129.91477,8,JB,None,1
1138,57.09862,8,JB,None,#N/A
1139,99.62794,8,JB,None,#N/A
1140,38.21462,8,JB,None,#N/A
1141,59.71103,8,JB,None,1
1142,27.72958,6,JB,None,#N/A
1143,59.00893,6,JB,None,#N/A
1144,71.02198,6,JB,None,#N/A
1129,2.86262,2,JB,None,#N/A
1130,48.83587,3,JB,None,#N/A
1131,3.75795,3,JB,None,#N/A
1132,32.4392,3,JB,None,1
1133,48.13403,3,JB,None,#N/A
1134,37.42737,3,JB,None,#N/A
1135,5.98402,3,JB,None,#N/A
1136,39.04708,1,JB,None,1
1121,283.8673,8,JB,None,1
1122,106.32691,8,JB,None,#N/A
1123,60.39707,2,JB,None,#N/A
1124,206.18148,2,JB,None,1
1125,28.24062,2,JB,None,#N/A
1126,37.87356,2,JB,None,#N/A
1127,4.70113,2,JB,None,#N/A
1128,22.79892,2,JB,None,#N/A
1113,0.57885,8,JB,None,#N/A
1114,56.63794,8,JB,None,#N/A
1115,8.62493,8,JB,None,#N/A
1116,30.06053,6,JB,None,#N/A
1117,41.33538,6,JB,None,#N/A
1118,7.56183,6,JB,None,#N/A
1119,32.42801,6,JB,None,#N/A
1120,87.50034,2,JB,None,#N/A
1105,28.074,2,JB,None,#N/A
1106,108.58113,2,JB,None,#N/A
1107,0.00539,3,JB,None,#N/A
1108,29.63922,3,JB,None,1
1109,13.28639,3,JB,None,#N/A
1110,12.53275,3,JB,None,#N/A
1111,32.41042,3,JB,None,#N/A
1112,3.94344,8,JB,None,#N/A
1097,37.29384,6,JB,None,#N/A
1098,66.31288,6,JB,None,#N/A
1099,23.20081,6,JB,None,#N/A
1100,63.74478,6,JB,None,#N/A
1101,3.47019,6,JB,None,#N/A
1102,49.83954,6,JB,None,#N/A
1103,27.69666,4,JB,None,#N/A
1104,35.20634,2,JB,None,#N/A
1089,5.16617,8,JB,None,#N/A
1090,93.08031,8,JB,None,#N/A
1091,12.47559,8,JB,None,1
1092,6.45768,8,JB,None,#N/A
1093,30.70587,8,JB,None,#N/A
1094,34.71631,8,JB,None,#N/A
1095,48.09972,6,JB,None,#N/A
1096,28.16707,6,JB,None,#N/A
1081,8.41288,2,JB,None,#N/A
1082,31.07184,2,JB,None,#N/A
1083,45.21124,2,JB,None,1
1084,1.15298,3,JB,None,#N/A
1085,33.98904,3,JB,None,#N/A
1086,26.15098,3,JB,None,#N/A
1087,5.04442,3,JB,None,#N/A
1088,34.15845,3,JB,None,#N/A
1073,3.54565,2,JB,None,#N/A
1074,31.50657,2,JB,None,1
1075,33.10797,2,JB,None,1
1076,79.1043,2,JB,None,1
1077,29.56654,2,JB,None,1
1078,2.17527,2,JB,None,#N/A
1079,92.80905,2,JB,None,1
1080,2.66635,2,JB,None,#N/A
1065,30.01112,6,JB,None,1
1066,28.31303,6,JB,None,#N/A
1067,28.43267,6,JB,None,#N/A
1068,28.84922,4,JB,None,#N/A
1069,3.91217,4,JB,None,#N/A
1070,86.23459,4,JB,None,1
1071,30.58816,4,JB,None,1
1072,8.80807,5,JB,None,#N/A
1057,29.3894,3,JB,None,#N/A
1058,20.64517,8,JB,None,#N/A
1059,56.74683,8,JB,None,#N/A
1060,56.84651,8,JB,None,#N/A
1061,113.9923,8,JB,None,1
1062,29.10418,8,JB,None,#N/A
1063,28.48884,8,JB,None,#N/A
1064,28.99995,8,JB,None,#N/A
1049,29.35187,2,JB,None,#N/A
1050,29.25484,2,JB,None,#N/A
1051,29.23833,2,JB,None,#N/A
1052,48.17419,2,JB,None,1
1053,5.80322,2,JB,None,#N/A
1054,0.42316,2,JB,None,#N/A
1055,28.37438,3,JB,None,#N/A
1056,0.16653,3,JB,None,#N/A
1041,21.87798,6,JB,None,#N/A
1042,89.23382,6,JB,None,#N/A
1043,3.19113,6,JB,None,#N/A
1044,16.52186,6,JB,None,#N/A
1045,2.3806,6,JB,None,#N/A
1046,21.94003,4,JB,None,#N/A
1047,86.25302,2,JB,None,1
1048,28.87803,2,JB,None,#N/A
1033,31.96889,3,JB,None,#N/A
1034,29.05383,3,JB,None,#N/A
1035,210.89532,8,JB,None,1
1036,13.29588,8,JB,None,#N/A
1037,65.21469,8,JB,None,#N/A
1038,27.51747,8,JB,None,#N/A
1039,28.7897,8,JB,None,#N/A
1040,89.033,8,JB,None,1
1025,29.55363,4,JB,None,#N/A
1026,32.04696,2,JB,None,#N/A
1027,28.24061,2,JB,None,#N/A
1028,47.8404,2,JB,None,#N/A
1029,43.9111,2,JB,None,#N/A
1030,39.77252,3,JB,None,#N/A
1031,31.41631,3,JB,None,#N/A
1032,58.8655,3,JB,None,#N/A
1529,10.31564,1,PP,Tall,#N/A
1530,23.17188,1,PP,Tall,#N/A
1531,32.91488,1,PP,Tall,#N/A
1532,55.9665,1,PP,Tall,#N/A
1533,40.08998,1,PP,Tall,#N/A
1534,83.19741,8,PP,Tall,#N/A
1535,35.36494,8,PP,Tall,#N/A
1536,114.41038,8,PP,Tall,#N/A
1521,1.53636,1,PP,Tall,#N/A
1522,94.17705,8,PP,Tall,#N/A
1523,0.77575,8,PP,Tall,#N/A
1524,32.4423,7,PP,Tall,#N/A
1525,30.85536,7,PP,Tall,#N/A
1526,10.57937,5,PP,Tall,#N/A
1527,18.40631,5,PP,Tall,#N/A
1528,36.89468,3,PP,Tall,#N/A
1513,31.21034,6,PP,Short,#N/A
1514,10.7078,4,PP,Short,#N/A
1515,26.99941,3,JB,Tall,#N/A
1516,124.28597,1,JB,Tall,#N/A
1517,18.26782,8,JB,Tall,#N/A
1518,23.20469,8,JB,Tall,#N/A
1519,32.52839,7,JB,Tall,#N/A
1520,42.00534,4,JB,Tall,#N/A
1505,28.39004,8,PP,Short,#N/A
1506,57.85132,8,PP,Short,1
1507,38.92282,8,PP,Short,#N/A
1508,28.69811,8,PP,Short,#N/A
1509,16.60188,8,PP,Short,#N/A
1510,15.7696,8,PP,Short,#N/A
1511,78.25594,8,PP,Short,1
1512,58.01107,6,PP,Short,#N/A
1497,155.73023,3,PP,Short,#N/A
1498,87.3567,3,PP,Short,#N/A
1499,71.94843,3,PP,Short,#N/A
1500,28.2237,1,PP,Short,1
1501,28.675,1,PP,Short,1
1502,17.96709,1,PP,Short,#N/A
1503,54.85813,1,PP,Short,1
1504,147.36073,8,PP,Short,1
1489,28.27903,2,PP,Short,#N/A
1490,55.5675,2,PP,Short,#N/A
1491,28.6016,2,PP,Short,1
1492,5.94363,2,PP,Short,#N/A
1493,28.80259,3,PP,Short,#N/A
1494,28.69627,3,PP,Short,#N/A
1495,18.87936,3,PP,Short,#N/A
1496,23.78367,3,PP,Short,#N/A
1481,28.58283,5,PP,Short,1
1482,87.66651,5,PP,Short,#N/A
1483,28.80525,5,PP,Short,1
1484,29.00398,5,PP,Short,1
1485,28.43655,5,PP,Short,#N/A
1486,136.08818,5,PP,Short,#N/A
1487,52.1394,2,PP,Short,1
1488,28.5468,2,PP,Short,1
1473,28.34908,4,JB,Short,#N/A
1474,11.38206,4,JB,Short,#N/A
1475,108.03358,1,PP,Tall,#N/A
1476,71.72908,8,PP,Tall,#N/A
1477,31.28097,1,PP,Tall,#N/A
1478,22.74225,7,PP,Tall,#N/A
1479,9.34524,5,PP,Short,#N/A
1480,28.34563,5,PP,Short,#N/A
1465,35.53191,8,JB,Short,#N/A
1466,56.41597,8,JB,Short,#N/A
1467,117.28978,8,JB,Short,1
1468,86.38063,8,JB,Short,1
1469,117.33755,8,JB,Short,1
1470,115.13026,8,JB,Short,#N/A
1471,114.41063,6,JB,Short,#N/A
1472,28.31654,6,JB,Short,1
1457,34.55273,4,JB,Short,#N/A
1458,21.24541,4,JB,Short,#N/A
1459,30.24183,5,JB,Short,1
1460,28.3615,2,JB,Short,1
1461,28.94274,2,JB,Short,1
1462,28.36171,3,JB,Short,1
1463,30.55702,3,JB,Short,1
1464,31.33921,3,JB,Short,#N/A
1449,95.80967,8,JB,Short,1
1450,28.14309,8,JB,Short,1
1451,16.02452,6,JB,Short,#N/A
1452,31.42569,6,JB,Short,#N/A
1453,101.45865,6,JB,Short,#N/A
1454,16.39747,6,JB,Short,#N/A
1455,1.84306,6,JB,Short,#N/A
1456,3.43054,6,JB,Short,#N/A
1441,103.73581,2,JB,Short,1
1442,143.21414,2,JB,Short,1
1443,32.79111,3,JB,Short,#N/A
1444,72.80304,3,JB,Short,#N/A
1445,106.96239,8,JB,Short,#N/A
1446,11.34319,8,JB,Short,#N/A
1447,24.12521,8,JB,Short,#N/A
1448,87.65879,8,JB,Short,1
1433,31.97937,6,PP,Short,#N/A
1434,34.77104,4,PP,Short,#N/A
1435,35.31668,2,JB,Short,#N/A
1436,1.40716,2,JB,Short,#N/A
1437,22.4781,2,JB,Short,#N/A
1438,46.89939,2,JB,Short,1
1439,3.73003,2,JB,Short,#N/A
1440,185.31071,2,JB,Short,1
1425,30.13539,3,PP,Short,#N/A
1426,30.80974,3,PP,Short,#N/A
1427,29.91472,3,PP,Short,#N/A
1428,19.96179,3,PP,Short,#N/A
1429,60.18433,8,PP,Short,1
1430,101.95327,8,PP,Short,1
1431,0.90791,8,PP,Short,#N/A
1432,31.48179,6,PP,Short,#N/A
1417,6.90508,6,PP,Short,#N/A
1418,31.82892,6,PP,Short,#N/A
1419,37.21624,6,PP,Short,#N/A
1420,24.33594,6,PP,Short,#N/A
1421,22.92982,5,PP,Short,#N/A
1422,19.65876,2,PP,Short,1
1423,6.65409,2,PP,Short,#N/A
1424,30.65533,2,PP,Short,#N/A
1409,226.84268,8,PP,Short,#N/A
1410,4.01553,8,PP,Short,#N/A
1411,156.0341,2,PP,Short,#N/A
1412,67.1537,2,PP,Short,#N/A
1413,30.6846,2,PP,Short,#N/A
1414,50.07588,2,PP,Short,#N/A
1415,43.36857,3,PP,Short,#N/A
1416,11.83362,8,PP,Short,#N/A
1401,54.24246,2,PP,Short,#N/A
1402,25.42276,2,PP,Short,#N/A
1403,12.17516,2,PP,Short,#N/A
1404,0.86953,2,PP,Short,#N/A
1405,8.24382,3,PP,Short,#N/A
1406,23.25108,3,PP,Short,#N/A
1407,34.91626,3,PP,Short,#N/A
1408,28.80543,3,PP,Short,#N/A
1393,58.28424,6,PP,Short,#N/A
1394,28.4533,6,PP,Short,#N/A
1395,29.88109,6,PP,Short,#N/A
1396,76.51059,6,PP,Short,#N/A
1397,51.94621,4,PP,Short,#N/A
1398,30.2808,4,PP,Short,#N/A
1399,28.15852,4,PP,Short,1
1400,28.24064,4,PP,Short,#N/A
1385,10.87093,2,PP,Short,#N/A
1386,49.27221,2,PP,Short,#N/A
1387,29.25659,3,PP,Short,1
1388,32.10329,3,PP,Short,#N/A
1389,0.87633,3,PP,Short,#N/A
1390,0.54319,8,PP,Short,#N/A
1391,2.00509,8,PP,Short,#N/A
1392,7.93935,6,PP,Short,#N/A
1377,2.61927,8,PP,Short,#N/A
1378,12.93695,6,PP,Short,#N/A
1379,28.52081,6,PP,Short,#N/A
1380,30.32972,6,PP,Short,#N/A
1381,28.55183,6,PP,Short,#N/A
1382,27.14673,6,PP,Short,#N/A
1383,57.29121,2,PP,Short,#N/A
1384,90.75127,2,PP,Short,#N/A
1369,2.63583,2,PP,Short,#N/A
1370,29.05962,3,PP,Short,#N/A
1371,25.7447,3,PP,Short,1
1372,56.4945,3,PP,Short,#N/A
1373,1.00018,3,PP,Short,#N/A
1374,58.27766,8,PP,Short,1
1375,28.30536,8,PP,Short,#N/A
1376,66.16733,8,PP,Short,#N/A
1361,29.82211,5,PP,Short,1
1362,29.45961,5,PP,Short,#N/A
1363,58.64405,2,PP,Short,#N/A
1364,29.74885,2,PP,Short,#N/A
1365,29.37358,2,PP,Short,#N/A
1366,28.35637,2,PP,Short,#N/A
1367,36.1958,2,PP,Short,1
1368,61.68608,2,PP,Short,1
1353,36.26145,5,PP,Short,#N/A
1354,44.88588,5,PP,Short,#N/A
1355,223.40016,2,PP,Short,1
1356,36.52407,2,PP,Short,1
1357,44.29975,2,PP,Short,#N/A
1358,14.60465,8,PP,Short,#N/A
1359,136.74017,8,PP,Short,1
1360,0.05491,6,PP,Short,#N/A
1345,37.10023,3,PP,Short,#N/A
1346,42.67274,3,PP,Short,#N/A
1347,41.59454,3,PP,Short,#N/A
1348,68.78193,8,PP,Short,#N/A
1349,148.82612,8,PP,Short,#N/A
1350,61.73834,8,PP,Short,#N/A
1351,11.70713,6,PP,Short,#N/A
1352,0.80818,5,PP,Short,#N/A
1337,8.91211,8,PP,Short,#N/A
1338,35.33489,6,PP,Short,#N/A
1339,18.99139,3,PP,Short,#N/A
1340,28.3175,3,PP,Short,#N/A
1341,57.09178,8,PP,Short,#N/A
1342,33.96338,8,PP,Short,#N/A
1343,56.64097,6,PP,Short,#N/A
1344,30.11117,2,PP,Short,#N/A
1329,69.12821,8,PP,Short,1
1330,40.44923,8,PP,Short,#N/A
1331,22.04501,8,PP,Short,1
1332,31.72261,8,PP,Short,#N/A
1333,43.45709,8,PP,Short,#N/A
1334,24.04408,8,PP,Short,#N/A
1335,35.88309,8,PP,Short,#N/A
1336,31.82314,8,PP,Short,1
1321,25.58418,3,PP,Short,#N/A
1322,41.44481,3,PP,Short,#N/A
1323,41.66828,3,PP,Short,#N/A
1324,25.28562,3,PP,Short,#N/A
1325,23.81109,3,PP,Short,#N/A
1326,21.31438,1,PP,Short,#N/A
1327,98.22539,1,PP,Short,#N/A
1328,25.1426,1,PP,Short,1
1313,100.51443,2,PP,Short,1
1314,9.76675,2,PP,Short,#N/A
1315,23.30975,2,PP,Short,1
1316,4.52439,2,PP,Short,#N/A
1317,51.02163,2,PP,Short,1
1318,12.29978,3,PP,Short,#N/A
1319,58.87099,3,PP,Short,#N/A
1320,4.57705,3,PP,Short,#N/A
1305,31.47984,7,JB,Short,1
1306,32.03656,5,PP,Short,1
1307,25.22171,5,PP,Short,1
1308,38.79384,5,PP,Short,1
1309,26.80339,5,PP,Short,1
1310,9.43522,2,PP,Short,#N/A
1311,13.76754,2,PP,Short,#N/A
1312,11.91455,2,PP,Short,1
1297,59.39698,3,JB,Short,#N/A
1298,12.4701,1,JB,Short,#N/A
1299,29.90477,1,JB,Short,#N/A
1300,29.03797,1,JB,Short,1
1301,101.96869,8,JB,Short,1
1302,7.25362,8,JB,Short,#N/A
1303,127.75831,8,JB,Short,1
1304,8.13771,8,JB,Short,#N/A
1289,23.36326,1,JB,Tall,#N/A
1290,3.64186,5,JB,Short,#N/A
1291,79.97539,1,JB,Short,#N/A
1292,118.57223,5,JB,Short,#N/A
1293,24.84821,5,JB,Short,1
1294,49.79001,5,JB,Short,#N/A
1295,29.31333,2,JB,Short,#N/A
1296,19.45107,3,JB,Short,#N/A
1281,22.52572,8,JB,Tall,#N/A
1282,69.04898,7,JB,Tall,#N/A
1283,10.20347,7,JB,Tall,#N/A
1284,9.07477,7,JB,Tall,#N/A
1285,33.58192,7,JB,Tall,#N/A
1286,10.54337,7,JB,Tall,#N/A
1287,10.30134,7,JB,Tall,#N/A
1288,6.42127,1,JB,Tall,#N/A
761,146.75834,6,JB,None,#N/A
762,43.59238,6,JB,None,#N/A
763,66.3054,6,JB,None,#N/A
764,29.45971,6,JB,None,#N/A
765,37.27465,4,JB,None,#N/A
766,29.09537,4,JB,None,#N/A
767,26.04814,2,JB,None,#N/A
768,31.92529,2,JB,None,#N/A
753,12.34872,6,JB,None,#N/A
754,30.15327,6,JB,None,#N/A
755,58.74096,6,JB,None,#N/A
756,13.14179,6,JB,None,#N/A
757,43.14082,2,JB,None,#N/A
758,28.42888,2,JB,None,#N/A
759,103.99893,3,JB,None,#N/A
760,14.64273,8,JB,None,#N/A
745,62.33324,3,JB,None,#N/A
746,5.73697,3,JB,None,#N/A
747,22.38179,8,JB,None,#N/A
748,18.34535,8,JB,None,#N/A
749,2.70459,8,JB,None,#N/A
750,61.47811,8,JB,None,#N/A
751,33.01761,8,JB,None,#N/A
752,0.72664,8,JB,None,#N/A
737,32.48786,8,JB,None,#N/A
738,29.3396,8,JB,None,#N/A
739,66.75313,8,JB,None,#N/A
740,30.00535,6,JB,None,#N/A
741,2.63211,6,JB,None,#N/A
742,27.5621,2,JB,None,#N/A
743,19.1091,2,JB,None,#N/A
744,29.30669,3,JB,None,#N/A
729,56.90807,2,JB,None,#N/A
730,38.2396,8,JB,None,#N/A
731,54.78714,5,JB,None,1
732,58.18506,2,JB,None,#N/A
733,30.96429,3,JB,None,#N/A
734,27.93032,3,JB,None,#N/A
735,89.30466,3,JB,None,#N/A
736,31.49896,8,JB,None,#N/A
721,28.72471,7,JB,None,#N/A
722,31.99834,2,JB,None,#N/A
723,38.0446,3,JB,None,#N/A
724,10.24847,3,JB,None,#N/A
725,85.70231,8,JB,None,#N/A
726,22.72963,8,JB,None,#N/A
727,9.29006,8,JB,None,#N/A
728,24.41281,5,JB,None,1
713,20.55761,1,JB,None,#N/A
714,8.83244,8,JB,None,#N/A
715,35.01207,8,JB,None,#N/A
716,59.38935,8,JB,None,#N/A
717,238.69247,8,JB,None,#N/A
718,86.27111,8,JB,None,#N/A
719,23.65496,7,JB,None,#N/A
720,0.88743,7,JB,None,#N/A
705,33.54677,3,JB,None,#N/A
706,43.08935,3,JB,None,#N/A
707,28.37702,3,JB,None,#N/A
708,21.92138,3,JB,None,#N/A
709,28.68048,1,JB,None,#N/A
710,205.76798,1,JB,None,#N/A
711,168.9574,1,JB,None,#N/A
712,2.14573,1,JB,None,#N/A
697,30.45612,7,JB,None,#N/A
698,8.85519,7,JB,None,#N/A
699,19.5327,5,JB,None,#N/A
700,85.27875,5,JB,None,#N/A
701,28.87304,5,JB,None,#N/A
702,59.45049,2,JB,None,#N/A
703,62.84925,2,JB,None,#N/A
704,34.75673,3,JB,None,#N/A
689,28.97569,3,JB,None,#N/A
690,59.32444,1,JB,None,#N/A
691,90.62083,8,JB,None,#N/A
692,29.05983,8,JB,None,#N/A
693,58.40794,8,JB,None,#N/A
694,68.50983,8,JB,None,#N/A
695,31.72816,7,JB,None,#N/A
696,11.8093,7,JB,None,#N/A
681,12.90765,7,JB,None,#N/A
682,11.25825,7,JB,None,#N/A
683,32.81575,7,JB,None,#N/A
684,33.40342,7,JB,None,#N/A
685,74.95088,7,JB,None,#N/A
686,35.63479,7,JB,None,#N/A
687,19.11677,7,JB,None,#N/A
688,17.16434,3,JB,None,#N/A
673,24.33567,1,JB,None,#N/A
674,30.06767,1,JB,None,#N/A
675,64.00953,8,JB,None,#N/A
676,2.47458,8,JB,None,#N/A
677,3.47962,8,JB,None,#N/A
678,48.7299,8,JB,None,#N/A
679,0.39785,8,JB,None,#N/A
680,56.46717,8,JB,None,#N/A
665,29.93403,5,JB,None,#N/A
666,64.26308,3,JB,None,#N/A
667,38.86781,3,JB,None,#N/A
668,28.29184,3,JB,None,#N/A
669,51.09452,1,JB,None,#N/A
670,23.5964,1,JB,None,#N/A
671,13.06974,1,JB,None,#N/A
672,32.95735,1,JB,None,#N/A
657,0.11872,4,JB,None,#N/A
658,28.36271,4,JB,None,#N/A
659,28.90834,4,JB,None,#N/A
660,132.03618,5,JB,None,1
661,258.59965,5,JB,None,1
662,84.96979,8,JB,None,1
663,30.99775,8,JB,None,#N/A
664,0.7509,5,JB,None,#N/A
649,34.32427,3,JB,None,#N/A
650,16.99572,3,JB,None,#N/A
651,17.66964,3,JB,None,#N/A
652,314.93224,1,JB,None,#N/A
653,63.55022,8,JB,None,#N/A
654,21.2021,8,JB,None,#N/A
655,0.02918,4,JB,None,#N/A
656,1.07972,4,JB,None,#N/A
641,146.34083,8,JB,None,#N/A
